MSR,sequence,chip_number,chip_coordinate,stage_coordinate,dnum_group,mp_number,parameter,cd_value,no_of_mp_image,mp_image_name_01
20250713_CD_GATE_28nm_TK133326,64,"-5, -6","11320449,298885","170834876, 141368710","21, -1",21,CD_MIDDLE,27.72,5,20250713_CD_GATE_28nm_TK133326_064_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,64,"-5, -6","11320449,298885","170834876, 141368710","21, -1",21,CD_BOTTOM,28.26,3,20250713_CD_GATE_28nm_TK133326_064_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,65,"-4, 4","14297872,214918","175791039, 147212753","21, -1",21,CD_MIDDLE,35.35,4,20250713_CD_GATE_28nm_TK133326_065_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,65,"-4, 4","14297872,214918","175791039, 147212753","21, -1",21,CD_BOTTOM,30.81,3,20250713_CD_GATE_28nm_TK133326_065_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,66,"-9, 6","11849842,251807","170919088, 140128967","30, -1",30,CD_MIDDLE,21.34,2,20250713_CD_GATE_28nm_TK133326_066_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,66,"-9, 6","11849842,251807","170919088, 140128967","30, -1",30,CD_BOTTOM,37.92,3,20250713_CD_GATE_28nm_TK133326_066_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,67,"-1, -2","11006501,201013","178344741, 147225192","12, -1",12,CD_MIDDLE,30.98,2,20250713_CD_GATE_28nm_TK133326_067_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,67,"-1, -2","11006501,201013","178344741, 147225192","12, -1",12,CD_BOTTOM,30.01,3,20250713_CD_GATE_28nm_TK133326_067_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,68,"-8, 5","13330874,297260","170709714, 147318550","-1, -1",-1,CD_MIDDLE,42.63,3,20250713_CD_GATE_28nm_TK133326_068_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,68,"-8, 5","13330874,297260","170709714, 147318550","-1, -1",-1,CD_BOTTOM,32.27,5,20250713_CD_GATE_28nm_TK133326_068_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,69,"1, -4","13503870,237947","171932288, 146795314","-1, -1",-1,CD_MIDDLE,24.74,5,20250713_CD_GATE_28nm_TK133326_069_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,69,"1, -4","13503870,237947","171932288, 146795314","-1, -1",-1,CD_BOTTOM,28.8,3,20250713_CD_GATE_28nm_TK133326_069_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,70,"-7, -2","13663403,213875","174082173, 147309439","16, -1",16,CD_MIDDLE,17.36,3,20250713_CD_GATE_28nm_TK133326_070_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,70,"-7, -2","13663403,213875","174082173, 147309439","16, -1",16,CD_BOTTOM,37.37,2,20250713_CD_GATE_28nm_TK133326_070_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,71,"-1, 1","11410399,210011","178564488, 141913049","6, -1",6,CD_MIDDLE,42.18,3,20250713_CD_GATE_28nm_TK133326_071_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,71,"-1, 1","11410399,210011","178564488, 141913049","6, -1",6,CD_BOTTOM,25.53,2,20250713_CD_GATE_28nm_TK133326_071_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,72,"-3, -7","10862386,219194","174294434, 143309671","4, -1",4,CD_MIDDLE,37.81,1,20250713_CD_GATE_28nm_TK133326_072_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,72,"-3, -7","10862386,219194","174294434, 143309671","4, -1",4,CD_BOTTOM,20.31,4,20250713_CD_GATE_28nm_TK133326_072_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,73,"2, 5","14728955,299598","179721861, 147531380","28, -1",28,CD_MIDDLE,31.93,5,20250713_CD_GATE_28nm_TK133326_073_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,73,"2, 5","14728955,299598","179721861, 147531380","28, -1",28,CD_BOTTOM,24.7,3,20250713_CD_GATE_28nm_TK133326_073_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,74,"-5, -8","13688997,208950","177867190, 147419020","25, -1",25,CD_MIDDLE,23.24,1,20250713_CD_GATE_28nm_TK133326_074_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,74,"-5, -8","13688997,208950","177867190, 147419020","25, -1",25,CD_BOTTOM,25.56,1,20250713_CD_GATE_28nm_TK133326_074_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,75,"-2, 10","13873376,259233","170630944, 140954456","9, -1",9,CD_MIDDLE,17.3,1,20250713_CD_GATE_28nm_TK133326_075_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,75,"-2, 10","13873376,259233","170630944, 140954456","9, -1",9,CD_BOTTOM,33.45,5,20250713_CD_GATE_28nm_TK133326_075_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,76,"0, 6","13881506,276064","179299885, 140688246","25, -1",25,CD_MIDDLE,32.15,2,20250713_CD_GATE_28nm_TK133326_076_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,76,"0, 6","13881506,276064","179299885, 140688246","25, -1",25,CD_BOTTOM,24.65,4,20250713_CD_GATE_28nm_TK133326_076_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,77,"3, 3","11265514,208109","177558523, 141736473","26, -1",26,CD_MIDDLE,25.3,1,20250713_CD_GATE_28nm_TK133326_077_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,77,"3, 3","11265514,208109","177558523, 141736473","26, -1",26,CD_BOTTOM,30.14,2,20250713_CD_GATE_28nm_TK133326_077_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,78,"-9, 3","12078224,292749","177344365, 147372274","19, -1",19,CD_MIDDLE,19.76,3,20250713_CD_GATE_28nm_TK133326_078_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,78,"-9, 3","12078224,292749","177344365, 147372274","19, -1",19,CD_BOTTOM,42.54,4,20250713_CD_GATE_28nm_TK133326_078_CD_BOTTOM_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,79,"1, -2","12838429,288984","170878547, 145614484","3, -1",3,CD_MIDDLE,31.74,4,20250713_CD_GATE_28nm_TK133326_079_CD_MIDDLE_20250719_083511.tif
20250713_CD_GATE_28nm_TK133326,79,"1, -2","12838429,288984","170878547, 145614484","3, -1",3,CD_BOTTOM,23.52,5,20250713_CD_GATE_28nm_TK133326_079_CD_BOTTOM_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,1,"7, 6","11186387,245851","175204824, 146575963","22, -1",22,OVERLAY_X,4.38,3,20250709_OVL_GATE_CONTACT_WF895667_001_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,1,"7, 6","11186387,245851","175204824, 146575963","22, -1",22,OVERLAY_R,0.59,3,20250709_OVL_GATE_CONTACT_WF895667_001_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,2,"-6, 0","14415707,212249","177103580, 148531021","11, -1",11,OVERLAY_X,-1.91,2,20250709_OVL_GATE_CONTACT_WF895667_002_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,2,"-6, 0","14415707,212249","177103580, 148531021","11, -1",11,OVERLAY_R,-1.58,4,20250709_OVL_GATE_CONTACT_WF895667_002_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,3,"-4, -8","11900380,218030","172599548, 141294615","25, -1",25,OVERLAY_X,-3.99,5,20250709_OVL_GATE_CONTACT_WF895667_003_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,3,"-4, -8","11900380,218030","172599548, 141294615","25, -1",25,OVERLAY_R,3.35,5,20250709_OVL_GATE_CONTACT_WF895667_003_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,4,"-9, 2","12824984,281006","172198638, 146320310","5, -1",5,OVERLAY_X,3.31,5,20250709_OVL_GATE_CONTACT_WF895667_004_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,4,"-9, 2","12824984,281006","172198638, 146320310","5, -1",5,OVERLAY_R,3.09,2,20250709_OVL_GATE_CONTACT_WF895667_004_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,5,"9, 6","13671470,205726","176893063, 146111929","7, -1",7,OVERLAY_X,4.7,5,20250709_OVL_GATE_CONTACT_WF895667_005_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,5,"9, 6","13671470,205726","176893063, 146111929","7, -1",7,OVERLAY_R,-2.15,4,20250709_OVL_GATE_CONTACT_WF895667_005_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,6,"-3, -8","14479610,231348","175192009, 147868776","6, -1",6,OVERLAY_X,-1.32,5,20250709_OVL_GATE_CONTACT_WF895667_006_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,6,"-3, -8","14479610,231348","175192009, 147868776","6, -1",6,OVERLAY_R,4.84,4,20250709_OVL_GATE_CONTACT_WF895667_006_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,7,"-2, -4","13203378,265916","178849306, 147023963","26, -1",26,OVERLAY_X,-3.0,5,20250709_OVL_GATE_CONTACT_WF895667_007_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,7,"-2, -4","13203378,265916","178849306, 147023963","26, -1",26,OVERLAY_R,-3.62,3,20250709_OVL_GATE_CONTACT_WF895667_007_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,8,"-8, -5","14031486,248655","179303649, 141721170","16, -1",16,OVERLAY_X,3.51,3,20250709_OVL_GATE_CONTACT_WF895667_008_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,8,"-8, -5","14031486,248655","179303649, 141721170","16, -1",16,OVERLAY_R,-4.16,2,20250709_OVL_GATE_CONTACT_WF895667_008_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,9,"-2, -9","13769162,267286","172472100, 147339571","29, -1",29,OVERLAY_X,-2.78,4,20250709_OVL_GATE_CONTACT_WF895667_009_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,9,"-2, -9","13769162,267286","172472100, 147339571","29, -1",29,OVERLAY_R,3.85,1,20250709_OVL_GATE_CONTACT_WF895667_009_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,10,"1, 1","10446751,251964","178422281, 146274032","2, -1",2,OVERLAY_X,-1.25,1,20250709_OVL_GATE_CONTACT_WF895667_010_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,10,"1, 1","10446751,251964","178422281, 146274032","2, -1",2,OVERLAY_R,-1.81,1,20250709_OVL_GATE_CONTACT_WF895667_010_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,11,"9, 2","12812619,219142","172308538, 140642620","26, -1",26,OVERLAY_X,-0.28,2,20250709_OVL_GATE_CONTACT_WF895667_011_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,11,"9, 2","12812619,219142","172308538, 140642620","26, -1",26,OVERLAY_R,2.59,4,20250709_OVL_GATE_CONTACT_WF895667_011_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,12,"2, -3","10044050,210384","170318832, 144293691","4, -1",4,OVERLAY_X,0.49,5,20250709_OVL_GATE_CONTACT_WF895667_012_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,12,"2, -3","10044050,210384","170318832, 144293691","4, -1",4,OVERLAY_R,0.28,1,20250709_OVL_GATE_CONTACT_WF895667_012_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,13,"-2, -1","11993470,239472","172044276, 140801102","20, -1",20,OVERLAY_X,2.94,4,20250709_OVL_GATE_CONTACT_WF895667_013_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,13,"-2, -1","11993470,239472","172044276, 140801102","20, -1",20,OVERLAY_R,-4.37,4,20250709_OVL_GATE_CONTACT_WF895667_013_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,14,"5, 10","14496745,202154","178646569, 149647695","4, -1",4,OVERLAY_X,-2.09,1,20250709_OVL_GATE_CONTACT_WF895667_014_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,14,"5, 10","14496745,202154","178646569, 149647695","4, -1",4,OVERLAY_R,1.15,2,20250709_OVL_GATE_CONTACT_WF895667_014_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,15,"5, -3","13494422,224551","171436363, 148782613","2, -1",2,OVERLAY_X,4.53,5,20250709_OVL_GATE_CONTACT_WF895667_015_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,15,"5, -3","13494422,224551","171436363, 148782613","2, -1",2,OVERLAY_R,0.07,5,20250709_OVL_GATE_CONTACT_WF895667_015_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,16,"4, 9","10170576,251177","177887557, 140730386","11, -1",11,OVERLAY_X,-2.46,1,20250709_OVL_GATE_CONTACT_WF895667_016_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,16,"4, 9","10170576,251177","177887557, 140730386","11, -1",11,OVERLAY_R,-1.43,1,20250709_OVL_GATE_CONTACT_WF895667_016_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,17,"-1, 7","12022710,296068","171739191, 149762717","10, -1",10,OVERLAY_X,-3.67,3,20250709_OVL_GATE_CONTACT_WF895667_017_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,17,"-1, 7","12022710,296068","171739191, 149762717","10, -1",10,OVERLAY_R,0.46,2,20250709_OVL_GATE_CONTACT_WF895667_017_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,18,"8, 1","13897539,291146","178028420, 143058117","2, -1",2,OVERLAY_X,2.16,4,20250709_OVL_GATE_CONTACT_WF895667_018_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,18,"8, 1","13897539,291146","178028420, 143058117","2, -1",2,OVERLAY_R,-4.63,2,20250709_OVL_GATE_CONTACT_WF895667_018_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,19,"-9, 5","11673274,205492","175294819, 145202210","26, -1",26,OVERLAY_X,0.43,3,20250709_OVL_GATE_CONTACT_WF895667_019_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,19,"-9, 5","11673274,205492","175294819, 145202210","26, -1",26,OVERLAY_R,-4.63,2,20250709_OVL_GATE_CONTACT_WF895667_019_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,20,"-2, -2","12994516,206265","175568772, 144583814","11, -1",11,OVERLAY_X,-0.63,4,20250709_OVL_GATE_CONTACT_WF895667_020_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,20,"-2, -2","12994516,206265","175568772, 144583814","11, -1",11,OVERLAY_R,2.43,4,20250709_OVL_GATE_CONTACT_WF895667_020_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,21,"-1, 4","11567136,265038","178347057, 146163058","16, -1",16,OVERLAY_X,-2.33,1,20250709_OVL_GATE_CONTACT_WF895667_021_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,21,"-1, 4","11567136,265038","178347057, 146163058","16, -1",16,OVERLAY_R,2.27,1,20250709_OVL_GATE_CONTACT_WF895667_021_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,22,"1, 9","11513778,271496","174928582, 145389033","10, -1",10,OVERLAY_X,1.61,3,20250709_OVL_GATE_CONTACT_WF895667_022_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,22,"1, 9","11513778,271496","174928582, 145389033","10, -1",10,OVERLAY_R,-0.54,4,20250709_OVL_GATE_CONTACT_WF895667_022_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,23,"-5, 0","13723773,246077","177501590, 140710601","29, -1",29,OVERLAY_X,-1.47,4,20250709_OVL_GATE_CONTACT_WF895667_023_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,23,"-5, 0","13723773,246077","177501590, 140710601","29, -1",29,OVERLAY_R,-2.25,1,20250709_OVL_GATE_CONTACT_WF895667_023_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,24,"-8, 7","13407538,247619","178608154, 142684131","4, -1",4,OVERLAY_X,3.49,4,20250709_OVL_GATE_CONTACT_WF895667_024_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,24,"-8, 7","13407538,247619","178608154, 142684131","4, -1",4,OVERLAY_R,-4.65,1,20250709_OVL_GATE_CONTACT_WF895667_024_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,25,"-3, -7","13072985,247467","176423230, 149516785","-1, -1",-1,OVERLAY_X,-3.47,4,20250709_OVL_GATE_CONTACT_WF895667_025_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,25,"-3, -7","13072985,247467","176423230, 149516785","-1, -1",-1,OVERLAY_R,4.49,3,20250709_OVL_GATE_CONTACT_WF895667_025_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,26,"2, -5","10644961,275225","172310140, 148882862","10, -1",10,OVERLAY_X,1.5,2,20250709_OVL_GATE_CONTACT_WF895667_026_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,26,"2, -5","10644961,275225","172310140, 148882862","10, -1",10,OVERLAY_R,4.61,1,20250709_OVL_GATE_CONTACT_WF895667_026_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,27,"10, 1","11560684,265410","178686324, 146492570","3, -1",3,OVERLAY_X,-2.38,3,20250709_OVL_GATE_CONTACT_WF895667_027_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,27,"10, 1","11560684,265410","178686324, 146492570","3, -1",3,OVERLAY_R,2.04,2,20250709_OVL_GATE_CONTACT_WF895667_027_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,28,"6, -2","12395592,290961","178240971, 143358435","27, -1",27,OVERLAY_X,-4.26,2,20250709_OVL_GATE_CONTACT_WF895667_028_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,28,"6, -2","12395592,290961","178240971, 143358435","27, -1",27,OVERLAY_R,3.99,4,20250709_OVL_GATE_CONTACT_WF895667_028_OVERLAY_R_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,29,"-7, -3","12680896,287535","175828829, 141089496","9, -1",9,OVERLAY_X,3.91,2,20250709_OVL_GATE_CONTACT_WF895667_029_OVERLAY_X_20250719_083511.tif
20250709_OVL_GATE_CONTACT_WF895667,29,"-7, -3","12680896,287535","175828829, 141089496","9, -1",9,OVERLAY_R,2.12,2,20250709_OVL_GATE_CONTACT_WF895667_029_OVERLAY_R_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,1,"-6, 6","11985887,264752","170440972, 146054838","11, -1",11,CD_BOTTOM,29.02,5,20250702_CD_CONTACT_14nm_TK946335_001_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,1,"-6, 6","11985887,264752","170440972, 146054838","11, -1",11,CD_TOP,18.89,1,20250702_CD_CONTACT_14nm_TK946335_001_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,1,"-6, 6","11985887,264752","170440972, 146054838","11, -1",11,CD_MIDDLE,16.97,4,20250702_CD_CONTACT_14nm_TK946335_001_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,2,"9, 4","14015333,268903","176891998, 146869154","2, -1",2,CD_BOTTOM,18.76,3,20250702_CD_CONTACT_14nm_TK946335_002_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,2,"9, 4","14015333,268903","176891998, 146869154","2, -1",2,CD_TOP,34.27,4,20250702_CD_CONTACT_14nm_TK946335_002_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,2,"9, 4","14015333,268903","176891998, 146869154","2, -1",2,CD_MIDDLE,28.97,5,20250702_CD_CONTACT_14nm_TK946335_002_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,3,"-1, 7","11076548,272260","179861412, 143052834","4, -1",4,CD_BOTTOM,27.98,1,20250702_CD_CONTACT_14nm_TK946335_003_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,3,"-1, 7","11076548,272260","179861412, 143052834","4, -1",4,CD_TOP,39.94,5,20250702_CD_CONTACT_14nm_TK946335_003_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,3,"-1, 7","11076548,272260","179861412, 143052834","4, -1",4,CD_MIDDLE,19.59,2,20250702_CD_CONTACT_14nm_TK946335_003_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,4,"-5, -3","12706674,292973","173782763, 145805303","16, -1",16,CD_BOTTOM,41.85,1,20250702_CD_CONTACT_14nm_TK946335_004_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,4,"-5, -3","12706674,292973","173782763, 145805303","16, -1",16,CD_TOP,22.52,5,20250702_CD_CONTACT_14nm_TK946335_004_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,4,"-5, -3","12706674,292973","173782763, 145805303","16, -1",16,CD_MIDDLE,23.23,3,20250702_CD_CONTACT_14nm_TK946335_004_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,5,"6, -1","14475138,212245","178431778, 142829240","18, -1",18,CD_BOTTOM,19.63,5,20250702_CD_CONTACT_14nm_TK946335_005_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,5,"6, -1","14475138,212245","178431778, 142829240","18, -1",18,CD_TOP,36.62,5,20250702_CD_CONTACT_14nm_TK946335_005_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,5,"6, -1","14475138,212245","178431778, 142829240","18, -1",18,CD_MIDDLE,25.13,5,20250702_CD_CONTACT_14nm_TK946335_005_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,6,"-9, 4","10238014,210646","170762722, 149676615","6, -1",6,CD_BOTTOM,38.01,4,20250702_CD_CONTACT_14nm_TK946335_006_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,6,"-9, 4","10238014,210646","170762722, 149676615","6, -1",6,CD_TOP,33.54,1,20250702_CD_CONTACT_14nm_TK946335_006_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,6,"-9, 4","10238014,210646","170762722, 149676615","6, -1",6,CD_MIDDLE,29.94,5,20250702_CD_CONTACT_14nm_TK946335_006_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,7,"-2, 0","12534149,263300","174108369, 146813102","2, -1",2,CD_BOTTOM,35.66,2,20250702_CD_CONTACT_14nm_TK946335_007_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,7,"-2, 0","12534149,263300","174108369, 146813102","2, -1",2,CD_TOP,28.19,4,20250702_CD_CONTACT_14nm_TK946335_007_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,7,"-2, 0","12534149,263300","174108369, 146813102","2, -1",2,CD_MIDDLE,28.93,3,20250702_CD_CONTACT_14nm_TK946335_007_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,8,"6, -5","11205180,240970","175357240, 145794356","4, -1",4,CD_BOTTOM,37.82,5,20250702_CD_CONTACT_14nm_TK946335_008_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,8,"6, -5","11205180,240970","175357240, 145794356","4, -1",4,CD_TOP,31.85,3,20250702_CD_CONTACT_14nm_TK946335_008_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,8,"6, -5","11205180,240970","175357240, 145794356","4, -1",4,CD_MIDDLE,22.25,1,20250702_CD_CONTACT_14nm_TK946335_008_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,9,"-3, 9","13771484,232495","172363534, 141624230","30, -1",30,CD_BOTTOM,26.52,5,20250702_CD_CONTACT_14nm_TK946335_009_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,9,"-3, 9","13771484,232495","172363534, 141624230","30, -1",30,CD_TOP,27.54,2,20250702_CD_CONTACT_14nm_TK946335_009_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,9,"-3, 9","13771484,232495","172363534, 141624230","30, -1",30,CD_MIDDLE,39.4,5,20250702_CD_CONTACT_14nm_TK946335_009_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,10,"9, 6","12623242,224881","172673322, 148359508","14, -1",14,CD_BOTTOM,29.96,3,20250702_CD_CONTACT_14nm_TK946335_010_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,10,"9, 6","12623242,224881","172673322, 148359508","14, -1",14,CD_TOP,29.92,1,20250702_CD_CONTACT_14nm_TK946335_010_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,10,"9, 6","12623242,224881","172673322, 148359508","14, -1",14,CD_MIDDLE,43.36,5,20250702_CD_CONTACT_14nm_TK946335_010_CD_MIDDLE_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,11,"2, 2","12019378,228199","179786890, 145920597","-1, -1",-1,CD_BOTTOM,23.44,5,20250702_CD_CONTACT_14nm_TK946335_011_CD_BOTTOM_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,11,"2, 2","12019378,228199","179786890, 145920597","-1, -1",-1,CD_TOP,41.47,4,20250702_CD_CONTACT_14nm_TK946335_011_CD_TOP_20250719_083511.tif
20250702_CD_CONTACT_14nm_TK946335,11,"2, 2","12019378,228199","179786890, 145920597","-1, -1",-1,CD_MIDDLE,23.57,1,20250702_CD_CONTACT_14nm_TK946335_011_CD_MIDDLE_20250719_083511.tif
